174,US,A1,US 2010/0023195 A1,152-906-940-796-524,2010-01-28,2010,US 18084408 A,2008-07-28,US 18084408 A 20080728,System And Method For Autonomous Vehicle Localization,TRASTER ELDEN D,TRASTER ELDEN D,https://lens.org/152-906-940-796-524,Patent Application,yes,7,4,4,0,G01S15/931,,G01S15/025,,G01S15/88,,G01S2013/9339,G05D1/00,,G01S15/88,701/23,,367/99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,US,B1,US 9511767 B1,149-178-250-202-257,2016-12-06,2016,US 201514789004 A,2015-07-01,US 201514789004 A 20150701,Autonomous Vehicle Action Planning Using Behavior Prediction,TOYOTA MOTOR ENG & MFG NORTH AMERICA INC,OKUMURA BUNYO,,JAMES MICHAEL R,,SAKAI KATSUHIRO,,NISHI TOMOKI,https://lens.org/149-178-250-202-257,Granted Patent,yes,0,1,1,0,B60W30/09,,B60W30/18154,,B60W30/18163,,B60W2550/20,,G01C21/3691,,G05D1/0088,,G06K9/00791,,G08G1/0104,,G08G1/0125,,G08G1/0133,,G08G1/09626,,G08G1/096725,,G08G1/096741,,G08G1/096775,,G08G1/096791,G08B23/00,,B60W30/09,,G01C21/36,,G05D1/00,,G08G1/01,,,,"Gustafsson; ""Automaed Drive Environments and Decision Making""; Masters Thesis in Systems, Control and Mechatronics, Chalmers University of Technology, Sweden; 2013; (41 pages).;;Azimi et al.; ""V2V-Intersection Management at Roundabouts""; SAE Int. J. Passeng. Cars-Mech. Syst.; 2013; (13 pages).;;Perez et al.; ""Autonomous driving manoeuvres in urban road traffic environment: a study on roundabouts""; Proceedings of the 18th World Congress, The International Federation of Automatic Control; Aug. 28-Sep. 2, 2011; (6 pages); Milano, Italy.;;Muffert et al.; ""May I Enter the Roundabout? A Time-To-Contact Computation Based on Stereo-Vision""; 2012 Intelligent Vehicles Symposium; Jun. 3-7, 2012; (6 pages); Alcala de Henares, Spain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,WO,A1,WO 2017/019728 A1,035-544-815-003-76X,2017-02-02,2017,US 2016/0044175 W,2016-07-27,US 201562197401 P 20150727,,US 201662359464 P 20160707,Method For Unattended Operations Using Autonomous Or Remotely Operated Vehicles,XWORKS CORP,MEIER BRIAN S,,FIORENZANI TIZIANO,https://lens.org/035-544-815-003-76X,Patent Application,yes,0,1,1,0,G05D1/0676,,B64C39/00,,G05D1/0225,G05D1/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,US,A1,US 2015/0012167 A1,019-111-457-038-01X,2015-01-08,2015,US 201414324002 A,2014-07-03,DE 102013213339 A 20130708,Control Device For An Autonomous Land Vehicle,FORD GLOBAL TECH LLC,WOLTER STEFAN,https://lens.org/019-111-457-038-01X,Patent Application,yes,2,2,2,0,B60W50/00,,B60W50/082,,B60W2050/0002,,G05D1/021,,G05D2201/0213,B60W50/00,,G05D1/02,701/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,US,A1,US 2015/0066284 A1,187-116-789-255-365,2015-03-05,2015,US 201314018580 A,2013-09-05,US 201314018580 A 20130905,Autonomous Vehicle Control For Impaired Driver,FORD GLOBAL TECH LLC,YOPP WILFORD TRENT,https://lens.org/187-116-789-255-365,Patent Application,yes,33,4,4,0,B60W30/00,,B60K28/06,,B60W40/08,,B60W50/10,,B60W2040/0818,,B60W2040/0845,,B60W2540/24,,B60W2540/26,,H04W76/007,B60W30/00,,B60W40/08,701/29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,US,B1,US 9557736 B1,154-330-213-491-138,2017-01-31,2017,US 201514681424 A,2015-04-08,US 201514681424 A 20150408,Detecting Street Parked Vehicles,GOOGLE INC,SILVER DAVID HARRISON,,VAN DEN BERG JUR PIETER,,FAIRFIELD NATHANIEL,https://lens.org/154-330-213-491-138,Granted Patent,yes,0,1,1,0,G06K9/00812,G01C22/00,,G05D1/00,,G05D1/02,,,,"Kiyotaka Hirahara and Katsushi Ikeuchi, Detection of Street-Parking Vehicles Using Line Scan Camera and Scanning Laser Range Sensor, .;;Douglas A. Thornton, Dr. Keith Redmill, and Dr. Benjamin Coifman, Automated Parking Surveys from a LIDAR Equipped Vehicle, .;;Chris Urmson, Autonomous Driving in Urban Environments: Boss and the Urban Challenge, .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,US,A1,US 2016/0339879 A1,177-344-439-669-658,2016-11-24,2016,US 201615055667 A,2016-02-29,JP 2015102870 A 20150520,"Wheel Cleaning System For Autonomous Driving Apparatus, Control Method For Autonomous Driving Apparatus And Autonomous Driving Apparatus",SHARP KK,HIRATA KIYOTAKA,,TAKA KYOSUKE,,ITO TETSUSHI,,TOMOMASA MASATOSHI,,HIGUCHI ATSUSHI,,TANAKA KOSUKE,https://lens.org/177-344-439-669-658,Patent Application,yes,0,2,2,0,B60S3/042,B60S3/04,,G05D1/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,WO,A1,WO 2011/032208 A1,198-263-382-097-974,2011-03-24,2011,AU 2010/001197 W,2010-09-15,AU 2009 904465 A 20090915,A System And Method For Autonomous Navigation Of A Tracked Or Skid-steer Vehicle,UNIV SYDNEY,,HENNESSY ROSS,,OPPOLZER FLORIAN,,FAN XIUYI,,SINGH SURYA P N,,DURRANT-WHYTE HUGH,HENNESSY ROSS,,OPPOLZER FLORIAN,,FAN XIUYI,,SINGH SURYA P N,,DURRANT-WHYTE HUGH,https://lens.org/198-263-382-097-974,Patent Application,yes,1,6,6,0,G05D1/0278,,G05D1/027,,G05D1/0272,,G05D2201/021,G05D1/02,,G05D1/08,,,10.1177/0278364906075328,"HOWARD, T. M. ET AL.: ""OPTIMAL ROUGH TERRAIN TRAJECTORY GENERATION FOR WHEELED MOBILE ROBOTS"", THE INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH, vol. 26, no. 2, February 2007 (2007-02-01), pages 141 - 166;;""15th Triennial World Congress of the International Federation of Automatic Control, Barcelona 21-26 July 2002"", article POLOTSKI, V.: ""ENHANCED PATH PLANNING FOR ARTICULATED AND SKID STEERING MINING VEHICLES""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,US,A1,US 2015/0088358 A1,005-892-093-755-953,2015-03-26,2015,US 201314035366 A,2013-09-24,US 201314035366 A 20130924,Transitioning From Autonomous Vehicle Control To Driver Control To Responding To Driver Control,FORD GLOBAL TECH LLC,YOPP WILFORD TRENT,https://lens.org/005-892-093-755-953,Patent Application,yes,5,5,5,0,B60W50/10,,B60W10/04,,B60W10/18,,B60W10/20,,B60W50/082,,B60W50/085,,B60W50/087,,B60W2050/146,,B60W2540/04,,B60W2540/10,,B60W2540/12,,B60W2540/18,B60W50/10,,B60W10/04,,B60W10/18,,B60W10/20,,B60W50/08,701/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,US,A1,US 2016/0358475 A1,121-280-342-059-819,2016-12-08,2016,US 201514731254 A,2015-06-04,US 201514731254 A 20150604,Situation-based Transfer Of Vehicle Sensor Data During Remote Operation Of Autonomous Vehicles,TOYOTA MOTOR ENG & MFG NORTH AMERICA INC,PROKHOROV DANIL V,https://lens.org/121-280-342-059-819,Patent Application,yes,0,1,1,0,G05D1/0022,,B60W2040/0818,,G05D1/0011,,G05D1/0088,,G05D2201/0213,,G08G1/165,,G08G1/166,,G08G5/0013,,G08G5/0069,,G08G5/0078,,G08G5/0091,G08G1/16,,G05D1/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,US,B1,US 9381916 B1,180-906-672-877-533,2016-07-05,2016,US 201213366828 A,2012-02-06,US 201213366828 A 20120206,System And Method For Predicting Behaviors Of Detected Objects Through Environment Representation,ZHU JIAJUN,,FERGUSON DAVID I,,GOOGLE INC,ZHU JIAJUN,,FERGUSON DAVID I,https://lens.org/180-906-672-877-533,Granted Patent,yes,4,1,1,0,B60W30/0956,,G01S13/862,,G01S13/865,,G01S13/867,,G01S13/931,,G01S15/931,,G01S17/936,,G01S2013/9353,,G01S2013/9357,,G01S2013/9375,,G01S2013/9378,,G01S2013/9382,,G01S2013/9385,,G05D1/0088,,G08G1/16,,G08G1/166,G08G1/16,,B60W30/095,,G01S13/93,,G05D1/00,,,10.1109/ITSC.2001.948706,,10.1109/irds.2002.1041438,,10.1109/robot.2010.5509233,,10.1109/ical.2007.4338629,,10.1109/acc.2011.5991026,,10.1109/robot.2008.4543467,,10.1109/ivs.2006.1689685,,10.1109/itsc.2006.1706872,,10.1109/rvsp.2011.29,,10.1109/wacv.2014.6835994,,10.1109/ivs.2014.6856600,"Inevitable Collision States: A probabilistic perspective; Bautin, A. ; Martinez-Gomez, L. ; Fraichard, T. ; Robotics and Automation (ICRA), 2010 IEEE International Conference on; Digital Object Identifier: 10.1109/ROBOT.2010.5509233 Publication Year: 2010 , pp. 4022-4027.;;Collision avoidance system for fixed obstacles-fuzzy controller network for robot driving of an autonomous vehicle; Lages, U. Intelligent Transportation Systems, 2001. Proceedings. 2001 IEEE; Digital Object Identifier: 10.1109/ITSC.2001.948706 Publication Year: 2001 , pp. 489-491.;;Formation Control and Obstacle Avoidance Algorithm of Multiple Autonomous Underwater Vehicles(AUVs) Based on Potential Function and Behavior Rules; Qiuling Jia ; Guangwen Li ; Automation and Logistics, 2007 IEEE International Conference on Digital Object Identifier: 10.1109/ICAL.2007.4338629; Publication Year: 2007 , pp. 569-573.;;First-Order Short-Range Mover Prediction Model (SRMPM); Overstreet, J. ; Khorrami, F.; American Control Conference (ACC), 2011; Publication Year: 2011 , pp. 5318-5323.;;A probabilistic method for detecting impending vehicle interactions; Worrall, S. ; Nebot, E.; Robotics and Automation, 2008. ICRA 2008. IEEE International Conference on; DOI: 10.1109/ROBOT.2008.4543467; Publication Year: 2008 , pp. 1787-1791.;;Lane departure detection for improved road geometry estimation; Schon, T.B. ; Eidehall, A. ; Gustafsson, F.; Intelligent Vehicles Symposium, 2006 IEEE; DOI: 10.1109/IVS.2006.1689685; Publication Year: 2006 , pp. 546-551.;;Predictive autonomous robot navigation; Foka, A.F. ; Trahanias, P.E.; Intelligent Robots and Systems, 2002. IEEE/RSJ International Conference on; vol. 1; DOI: 10.1109/IRDS.2002.1041438; Publication Year: 2002 , pp. 490-495 vol. 1.;;Collision prediction at intersection in sensor network environment; Oje Kwon ; Sang-Hyun Lee ; Joon-Seok Kim ; Min-Soo Kim ; Ki-Joune Li; Intelligent Transportation Systems Conference, 2006. ITSC '06. IEEE; DOI: 10.1109/ITSC.2006.1706872 Publication Year: 2006 , pp. 982-987.;;Real-Time Multiple-Vehicle Detection and Tracking System in Complex Environment with Automatic Lane Detection and Reducing Shadow Effects; Bing-Fei Wu; Jhy-Hong Juang; Robot, Vision and Signal Processing (RVSP), 2011 First International Conference on; Year: 2011; pp. 23-26, DOI: 10.1109/RVSP.2011.29.;;Comparison of face detection and image classification for detecting front seat passengers in vehicles; Artan, Y.; Paul, P.; Perronin, F.; Burry, A.; Applications of Computer Vision (WACV), 2014 IEEE Winter Conference on; Year: 2014; pp. 1006-1012, DOI: 10.1109/WACV.2014.6835994.;;Looking-in and looking-out vision for Urban Intelligent Assistance: Estimation of driver attentive state and dynamic surround for safe merging and braking; Tawari, A.; Sivaraman, S.; Trivedi, M.M.; Shannon, T.; Tippelhofer, M.;Intelligent Vehicles Symposium Proceedings, 2014 IEEE; Year: 2014; pp. 115-120, DOI: 10.1109/IVS.2014.6856600.;;Google Translation of JP 2010-134656 (original JP document published Jun. 17, 2010).;;Interntional Search Report and Written Opinion for Application No. PCT/US2013/023399 dated May 13, 2013.;;JPO machine translation of JP 2010-134656 (original JP document published Jun. 17, 2010).;;International Search Report and the Written Opinion of the International Searching Authority for PCT/S2011/054157, Sep. 30, 2011.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,WO,A1,WO 2016/092796 A1,192-916-458-102-571,2016-06-16,2016,JP 2015006042 W,2015-12-04,JP 2014251493 A 20141212,"Automatic Driving Control Device And Automatic Driving Control Method, And Program",SONY CORP,OBA EIJI,https://lens.org/192-916-458-102-571,Patent Application,yes,0,2,2,0,B60W50/08,,B60K28/066,,B60W50/14,,G05D1/0061,,G05D2201/0213,B60W50/08,,B60K28/06,,B60W50/14,,G05D1/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,US,B1,US 8831813 B1,194-391-177-567-800,2014-09-09,2014,US 201213625238 A,2012-09-24,US 201213625238 A 20120924,Modifying Speed Of An Autonomous Vehicle Based On Traffic Conditions,GOOGLE INC,FERGUSON DAVID I,,DOLGOV DMITRI A,https://lens.org/194-391-177-567-800,Granted Patent,yes,8,2,2,0,B60W30/146,,B60L2240/00,,B60L2240/10,,B60L2240/12,,B60L2240/14,,B60L2240/16,,B60T7/042,,B60T7/22,,B60W30/14,,B60W30/143,,B60W50/085,,B60W2550/141,,B60W2550/302,,B60W2550/306,G01C22/00,,B60T8/32,,G05D1/00,,G06F7/00,,G06F17/00,701/23,,701/28,,701/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,US,A,US 4852677 A,083-817-699-400-822,1989-08-01,1989,US 28539788 A,1988-12-15,JP 16606186 A 19860714,Guiding Method For Autonomous Traveling Vehicle,TSUBAKIMOTO CHAIN CO,OKAZAKI MAMORU,https://lens.org/083-817-699-400-822,Granted Patent,yes,31,6,6,0,G05D1/0272,,G05D1/0234,,G05D1/0261,,G05D1/027,G05D1/02,180/169,,364/424.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,WO,A1,WO 2010/138149 A1,091-427-492-532-285,2010-12-02,2010,US 2010/0001303 W,2010-05-03,US 21703109 P 20090526,Autonomously Operated Marine Seismic Acquisition System,PGS GEOPHYSICAL AS,,TENGHAMN STIG RUNE LENNART,TENGHAMN STIG RUNE LENNART,https://lens.org/091-427-492-532-285,Patent Application,yes,0,2,2,0,G01V1/38,G01V1/38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,WO,A1,WO 2015/036912 A1,136-820-638-375-078,2015-03-19,2015,IB 2014064333 W,2014-09-09,US 201361875741 P 20130910,Methods And Apparatus For Automated Commissioning Of Coded Light Sources,KONINKL PHILIPS NV,ENGELEN DIRK VALENTINUS RENÉ,,VAN DE SLUIS BARTEL MARINUS,https://lens.org/136-820-638-375-078,Patent Application,yes,3,5,5,0,H05B37/0272,,G05D1/0022,,G05D1/0234,,H04B10/116,,H04B10/80,,H05B37/0245,H05B37/00,,H05B37/02,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,WO,A1,WO 2015/179760 A1,002-560-145-800-243,2015-11-26,2015,US 2015/0032171 W,2015-05-22,US 201414455215 A 20140808,,US 201462002319 P 20140523,Autonomous Vehicles,GOOGLE INC,NEMEC PHILIP,,AULA ANNE KRISTIINA,,LU DAVID TSE-ZHOU,,CULLINANE BRIAN DOUGLAS,,JOHNSON CALVIN KARL,,SHANE ALBERT,,LUDWICK CHRISTOPHER,,AHN YOOJUNG,https://lens.org/002-560-145-800-243,Patent Application,yes,0,9,15,0,G05D1/0055,,B60K28/02,,B60K35/00,,B60K2350/1008,,G05D1/02,,G08B25/016,G05D1/02,,B60R16/02,,,,"JUNQING WEI ET AL.: ""Towards a viable autonomous driving research platform"", INTELLIGENT VEHICLES SYMPOSIUM (IV, 23 June 2013 (2013-06-23), pages 763 - 770, XP032502021, ISSN: 1931-0587",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,US,A1,US 2007/0198145 A1,024-433-272-078-376,2007-08-23,2007,US 58408706 A,2006-10-20,US 72944505 P 20051021,,US 72938805 P 20051021,,US 78038906 P 20060308,,US 83870406 P 20060818,Systems And Methods For Switching Between Autonomous And Manual Operation Of A Vehicle,NORRIS WILLIAM R,,ALLARD JAMES,,FILIPPOV MIKHAIL O,,HAUN ROBERT D,,TURNER CHRISTOPHER D G,,GILBERTSON SETH,,NORBY ANDREW J,NORRIS WILLIAM R,,ALLARD JAMES,,FILIPPOV MIKHAIL O,,HAUN ROBERT D,,TURNER CHRISTOPHER D G,,GILBERTSON SETH,,NORBY ANDREW J,https://lens.org/024-433-272-078-376,Patent Application,yes,88,38,38,0,G05D1/0088,,B60T7/22,,B60W30/09,,B60W30/095,,B62D1/286,,G05B19/414,,G05D1/0061,,G05D1/021,,G05D1/024,,G05D1/0246,,G05D1/0251,,G05D1/0259,,G05D1/027,,G05D1/0272,,G05D1/0274,,G05D1/0278,,G05D1/028,,G05D2201/0201,,G05D2201/0202,,G05D2201/0209,,G05D2201/0213,,G05D2201/0216,,H04L67/12,,Y10S901/01,,Y10S901/47,G05D1/00,701/23.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,US,A1,US 2015/0142245 A1,166-508-461-625-36X,2015-05-21,2015,US 201314085135 A,2013-11-20,US 201314085135 A 20131120,Autonomous Vehicle With Reconfigurable Seats,FORD GLOBAL TECH LLC,CUDDIHY MARK A,,RAO MANOHARPRASAD K,,LE JIALIANG,https://lens.org/166-508-461-625-36X,Patent Application,yes,1,7,41,0,B60N2/203,,B60N2/01,,B60N2/0224,,B60N2/0244,,B60N2/0292,,B60N2/06,,B60N2/143,,B60N2/24,,B60N2/3011,,B60N2/3056,,B60R21/015,,B60R21/231,,G05D1/0088,B60N2/14,,B60N2/24,,B60R21/015,,G05D1/02,701/23,,297/344.21,,280/734,,,https://www.youtube.com/watch?v=JdbYZK6rtVo published 18 February 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
